bssamt,plnprc,bidNtceNo
15270000,15191800,R25BK00724074
79180000,79037125,R25BK00727049
26520000,26358000,R25BK00726061
20990000,21165000,R25BK00723899
32700000,32707825,R25BK00723987
73735200,73779875,R25BK00722409
30000000,29869875,R25BK00723831
,,R25BK00727194
38900000,38858500,R25BK00727073
76670000,76580150,R25BK00727097
105710000,106400575,R25BK00727182
27560000,27589125,R25BK00727208
,,R25BK00709886
33350000,33238600,R25BK00727222
,,R25BK00686657
49720000,49932475,R25BK00727236
,,R25BK00684304
61740000,61694375,R25BK00727252
51140000,51132750,R25BK00727276
,,R25BK00712436
210382000,211262000,R25BK00713500
175450000,174361400,R25BK00716437
,,R25BK00707547
45350510,45365850,R25BK00708810
168322500,169208775,R25BK00676872
,,R25BK00715049
,,R25BK00706225
,,R25BK00697141
,,R25BK00697784
,,R25BK00701223
,,R25BK00697717
,,R25BK00708515
,,R25BK00696821
,64079426,R25BK00699851
,,R25BK00697595
,,R25BK00697871
,,R25BK00680645
52000000,51761625,R25BK00720897
26300000,26135600,R25BK00709875
46600000,46655950,R25BK00725566
,231800000,R25BK00737127
815033410,816767450,R25BK00711136
,,R25BK00702777
,,R25BK00627073
,322100000,R25BK00725790
,491520000,R25BK00726018
264330000,263930925,R25BK00706659
1672000,1667447.98,R25BK00724253
139122500,136881625,R25BK00716074
188100,188594.24,R25BK00724313
263690000,265332825,R25BK00720525
109300000,110337850,R25BK00721395
22000,22109.95,R25BK00724057
,,R25BK00712517
1529000,1538227.52,R25BK00724209
312460000,306418625,R25BK00727305
173800,173345.09,R25BK00724288
198000,197968.82,R25BK00724529
334500000,335916675,R25BK00721069
58000,58046.69,R25BK00723935
130000,130910.65,R25BK00724018
60500,60654.28,R25BK00724123
226350000,227370875,R25BK00712032
1500,1500.27,R25BK00716633
57970000,57926725,R25BK00720042
3272500,3276369.74,R25BK00724507
270000,266631.75,R25BK00717997
,,R25BK00719841
181245000,181808218.85,R25BK00708701
43000,42833.59,R25BK00723814
,,R25BK00716067
60500,60120.67,R25BK00724159
80000,80570.61,R25BK00724086
,,R25BK00712760
,,R25BK00712755
,,R25BK00711661
,,R25BK00712657
,,R25BK00713340
,,R25BK00690676
,,R25BK00702322
,,R25BK00708362
,,R25BK00700875
,,R25BK00707992
,,R25BK00699321
,,R25BK00696725
,,R25BK00685525
,,R25BK00665104
,,R25BK00635816
,10000000,R25BK00739821
,4400000,R25BK00739452
,1500000,R25BK00740553
,7711000,R25BK00740832
,1518000,R25BK00740733
,12449000,R25BK00740275
,45263400,R25BK00735590
95000000,94728800,R25BK00721511
80000000,80023800,R25BK00728256
,,R25BK00720891
35893000,35403625,R25BK00716059
61160000,60801800,R25BK00728196
29197000,28925000,R25BK00716383
30133000,29975750,R25BK00716455
72505000,72913450,R25BK00714945
17729000,17765075,R25BK00723042
27040000,26936000,R25BK00726193
42010800,41587375,R25BK00727187
26002000,25916625,R25BK00724414
39683600,39378000,R25BK00724705
28149000,27878975,R25BK00727299
,,R25BK00724473
52817000,52744150,R25BK00723240
22170000,22206400,R25BK00680102
,194800000,R25BK00722425
,,R25BK00659877
,90704368,R25BK00738893
,99388083,R25BK00738485
,,R25BK00671268
,246250000,R25BK00734000
,2000000000,R25BK00735126
,37044000,R25BK00733144
,175638000,R25BK00736121
,30000000000,R25BK00735094
,,R25BK00735189
,300000000,R25BK00720322
,320450000,R25BK00725793
,1100000000,R25BK00720570
,1100000000,R25BK00720666
,198000000,R25BK00735254
,9349200000,R25BK00727256
,1000000000,R25BK00735201
229901000,231723025,R25BK00717986
,,R25BK00726468
110109,109115,R25BK00716280
194780000,194861850,R25BK00726916
473000,474926.3,R25BK00729949
86510000,85785075,R25BK00720795
69678180,70116150,R25BK00718688
49772000,49007050,R25BK00714419
,,R25BK00714077
,,R25BK00714286
,,R25BK00713964
,,R25BK00713758
,,R25BK00714141
,,R25BK00710450
,,R25BK00704895
,,R25BK00703812
,,R25BK00705526
,,R25BK00682404
,,R25BK00706233
,,R25BK00704594
,,R25BK00682012
,,R25BK00678680
,,R25BK00692013
,,R25BK00681927
,,R25BK00634736
,,R25BK00635538
,,R25BK00715301
,,R25BK00635995
,,R25BK00635840
,8351000,R25BK00740416
,7221400,R25BK00739815
,66000000,R25BK00739721
,130000000,R25BK00740956
,117600000,R25BK00739005
,8496000,R25BK00739960
,8529480,R25BK00739407
,22950000,R25BK00740203
,45000000,R25BK00737022
,98900000,R25BK00736056
,94500000,R25BK00735995
195,194.79,R25BK00718490
,40000000,R25BK00724711
,,R25BK00740646
99275000,99130350,R25BK00724562
25560000,25583425,R25BK00720639
99275000,98118025,R25BK00726868
27783829,27858175,R25BK00726363
,,R25BK00727959
,,R25BK00696559
,48180000,R25BK00735048
,37730000,R25BK00733169
,263444000,R25BK00716866
,,R25BK00708084
,,R25BK00703390
,,R25BK00668334
,,R25BK00713780
,,R25BK00712344
,,R25BK00713005
,,R25BK00715319
,,R25BK00713941
,,R25BK00714253
,,R25BK00726668
,,R25BK00714389
,,R25BK00711665
,,R25BK00703078
,,R25BK00701732
,,R25BK00710120
,,R25BK00707053
,,R25BK00705783
,,R25BK00706805
,,R25BK00715010
,,R25BK00709267
,,R25BK00704717
,150000000,R25BK00710511
,,R25BK00705009
,,R25BK00706892
,,R25BK00706038
,,R25BK00711123
,,R25BK00715546
,,R25BK00688242
,,R25BK00717234
,,R25BK00685197
,,R25BK00704678
,,R25BK00705201
,,R25BK00713716
,,R25BK00705139
,,R25BK00706596
,,R25BK00710781
,,R25BK00682372
,,R25BK00692262
,,R25BK00682273
,,R25BK00682410
,,R25BK00686633
,,R25BK00705079
,,R25BK00686628
,,R25BK00674931
,,R25BK00654848
,200000000,R25BK00739773
,98000000,R25BK00738412
,19899000,R25BK00740756
,50000000,R25BK00740758
,19664810,R25BK00739793
,601453110,R25BK00738563
,49850000,R25BK00740918
,64000000,R25BK00718167
67500000,67591000,R25BK00727496
64758000,63866000,R25BK00723723
,,R25BK00726140
46570000,46729075,R25BK00717466
86031000,85095250,R25BK00729596
35000000,35028525,R25BK00734344
35500000,35559450,R25BK00734497
92675000,92317800,R25BK00720848
,20900000,R25BK00740857
34510000,34557575,R25BK00734611
23120000,23025850,R25BK00734645
,,R25BK00711502
,,R25BK00713763
,,R25BK00715001
,,R25BK00713213
,,R25BK00710630
,,R25BK00709550
,,R25BK00703317
,,R25BK00699397
,,R25BK00704517
,,R25BK00685076
,,R25BK00692047
,,R25BK00685146
,,R25BK00684038
,,R25BK00685114
,,R25BK00738640
,18000000,R25BK00741599
,68600000,R25BK00738428
,774430550,R25BK00740476
,65004759,R25BK00734077
,70000000,R25BK00739744
,,R25BK00707512
,,R25BK00694049
,18700000,R25BK00740359
,96500000,R25BK00741076
,49750000,R25BK00740673
,15955500,R25BK00741499
,18359000,R25BK00741468
,59400000,R25BK00740950
,39000000,R25BK00741361
,20900000,R25BK00738860
,,R25BK00734222
,,R25BK00696293
,,R25BK00696592
30800,30469.37,R25BK00735276
61418244,61498725,R25BK00710364
,,R25BK00730855
87515800,87728750,R25BK00721564
49550000,49793200,R25BK00682420
,,R25BK00679761
195684000,196931525,R25BK00686408
84234000,84317875,R25BK00695697
,,R25BK00714654
,,R25BK00723545
,,R25BK00716507
,,R25BK00698243
,,R25BK00674989
,,R25BK00684479
,,R25BK00721495
,,R25BK00685388
,884700000,R25BK00716368
,1179600000,R25BK00732567
,,R25BK00710648
,,R25BK00709668
,,R25BK00705804
,,R25BK00678855
,,R25BK00711741
,,R25BK00686626
,,R25BK00711700
,,R25BK00703197
,,R25BK00704610
,,R25BK00695794
,,R25BK00710226
,,R25BK00710489
,,R25BK00636878
233470000,232582875,R25BK00721236
97371900,97156250,R25BK00723181
116700000,116495550,R25BK00712342
202540000,203079825,R25BK00712198
155680000,156748025,R25BK00712263
,,R25BK00712219
,,R25BK00682660
,,R25BK00707722
,,R25BK00708152
,,R25BK00708215
,,R25BK00708124
,,R25BK00702395
,,R25BK00706373
,,R25BK00705910
,,R25BK00707427
,,R25BK00702271
,,R25BK00688209
,,R25BK00705989
,,R25BK00712315
,,R25BK00681458
,,R25BK00689183
,,R25BK00696875
,,R25BK00704087
,,R25BK00708168
,,R25BK00698841
,,R25BK00703712
,,R25BK00708141
,,R25BK00700619
,,R25BK00705074
,,R25BK00695143
,,R25BK00683329
,,R25BK00681321
,,R25BK00672746
,,R25BK00685073
,,R25BK00688021
,,R25BK00686607
,,R25BK00679787
,,R25BK00686924
,,R25BK00682664
,,R25BK00687114
,,R25BK00681452
,,R25BK00683775
,,R25BK00683358
,,R25BK00682830
,,R25BK00681635
,,R25BK00682687
,,R25BK00681106
,,R25BK00669261
,,R25BK00668969
,,R25BK00611290
,,R25BK00623299
305943000,305364050,R25BK00721940
1326780000,1333609650,R25BK00723243
46533000,46317475,R25BK00714114
190300000,190937550,R25BK00730434
,,R25BK00722573
114500000,113902950,R25BK00730382
11983092000,12081652975,R25BK00731799
350000000,348817000,R25BK00699473
98000000,97503900,R25BK00718544
191200000,187908550,R25BK00719378
103411000,103908200,R25BK00724196
16129000,16083250,R25BK00722433
1443407164,1449916975,R25BK00721095
762080,760127.18,R25BK00724615
3076336000,3080558350,R25BK00721213
217000000,216860075,R25BK00724724
77780000,77678525,R25BK00723757
48452667,48476700,R25BK00730031
,,R25BK00726728
189000000,188695750,R25BK00719228
143074000,144223650,R25BK00723971
27000,26809.18,R25BK00722240
30000000,30295350,R25BK00719685
232000000,234112400,R25BK00723896
1045455,1043986.14,R25BK00729671
116883000,115680600,R25BK00723469
205530000,205146750,R25BK00731442
175230000,176136875,R25BK00730900
134420000,134106175,R25BK00731276
115764000,115751875,R25BK00722147
127860000,128064000,R25BK00726350
17760000,17801775,R25BK00730286
106590000,106907975,R25BK00732078
266310000,265587675,R25BK00732258
74375000,74310725,R25BK00719763
188680000,187528625,R25BK00730454
,,R25BK00724545
188400000,188987850,R25BK00729119
,,R25BK00732389
360870137,364414850,R25BK00719170
110630000,110321425,R25BK00729932
222171000,221971650,R25BK00721072
,,R25BK00723989
41910000,41987900,R25BK00732144
414470000,413273275,R25BK00729838
,,R25BK00724369
,,R25BK00726759
1086470000,1090631250,R25BK00731551
47800000,47998800,R25BK00724149
135739000,135195775,R25BK00720586
80960000,80973400,R25BK00732099
256590000,260809050,R25BK00730617
191220000,189463700,R25BK00728997
3087861000,3063158150,R25BK00722514
158400000,157821900,R25BK00717031
1650,1652.39,R25BK00721696
111462000,112332300,R25BK00724738
,,R25BK00732167
83270000,83084350,R25BK00732125
3442428000,3451920550,R25BK00731827
175684000,175750800,R25BK00723898
192000000,192726275,R25BK00712240
279825640,277713025,R25BK00715752
,,R25BK00730320
,,R25BK00727333
167900000,165449975,R25BK00714652
,,R25BK00709914
,,R25BK00710024
,,R25BK00708780
415566000,413046700,R25BK00700736
102315520,103071700,R25BK00708630
119934000,119823425,R25BK00693671
68472000,67538625,R25BK00694814
394950000,396368925,R25BK00662830
,,R25BK00681215
,,R25BK00714744
,,R25BK00713691
,,R25BK00692349
,,R25BK00714542
,,R25BK00711759
,,R25BK00705022
,,R25BK00707239
,,R25BK00701128
,,R25BK00700909
,,R25BK00710341
,,R25BK00708252
,,R25BK00701198
,,R25BK00704383
,,R25BK00707457
,,R25BK00708266
,,R25BK00707609
,,R25BK00709536
,,R25BK00705761
,,R25BK00713348
,,R25BK00708271
,,R25BK00704354
,,R25BK00701059
867520000,863438375,R25BK00708791
,,R25BK00706520
,,R25BK00708256
,,R25BK00706977
,,R25BK00700820
,,R25BK00696201
,,R25BK00688148
,,R25BK00685527
,,R25BK00682884
,,R25BK00665640
,54590000,R25BK00740831
,4730000,R25BK00740957
,17992200,R25BK00739049
,16941440,R25BK00741983
,21072000,R25BK00739106
,17378520,R25BK00741930
,6831660,R25BK00740041
,171082360,R25BK00741511
,53800000,R25BK00742164
,144000000,R25BK00740932
,2908000,R25BK00739461
,12705000,R25BK00741949
,18966300,R25BK00739079
,12759780,R25BK00739996
,48500000,R25BK00741993
,3985599,R25BK00736392
33843000,34143441.25,R25BK00725639
33843000,34113997.84,R25BK00725849
33480000,33463260.01,R25BK00730898
,,R25BK00726079
,97000000,R25BK00727737
69630030,69280700,R25BK00730137
,224400000,R25BK00734589
,,R25BK00726906
43170000,43048125,R25BK00732355
,,R25BK00729167
73440000,72915900,R25BK00721030
38630240,38688925,R25BK00723149
,,R25BK00730234
29722000,29654150,R25BK00729329
80820000,80227225,R25BK00728955
53253550,53177575,R25BK00728472
35830000,35066975,R25BK00722557
99264000,98530975,R25BK00731348
33170000,33371150,R25BK00729162
23200000,23029875,R25BK00729004
27750000,27787450,R25BK00732100
31460000,30893550,R25BK00730555
60036120,59186650,R25BK00728187
3102600,3087400,R25BK00729969
18764880,18806350,R25BK00730733
87000000,86910450,R25BK00721646
,,R25BK00736468
60350000,60768275,R25BK00731835
40743000,40309550,R25BK00730974
94799000,93273500,R25BK00732295
29436890,29452900,R25BK00725638
25663000,25340575,R25BK00729940
30319000,30141400,R25BK00730151
,,R25BK00731557
24390000,24543700,R25BK00731471
28830000,29020675,R25BK00731588
23710000,23588525,R25BK00731117
42380000,42571400,R25BK00731983
55000000,54572000,R25BK00730072
23000000,22804875,R25BK00731445
80730000,81157700,R25BK00731972
33880000,33780525,R25BK00731805
41500000,41621325,R25BK00731803
,,R25BK00733443
680,687.85,R25BK00727593
91259000,90587825,R25BK00726096
36780000,36456475,R25BK00731865
1502194320,1511714525,R25BK00731871
,,R25BK00729645
30600000,30864750,R25BK00729920
76978000,76878925,R25BK00731390
96000000,94887400,R25BK00730267
40000000,39354600,R25BK00727638
,,R25BK00725225
43638040,43256900,R25BK00730002
,,R25BK00729420
,,R25BK00733453
33880000,33657625,R25BK00731786
29260000,29181425,R25BK00727823
35600000,35615525,R25BK00729386
68420000,68479400,R25BK00731541
52866000,52003675,R25BK00728090
33880000,33892000,R25BK00731825
660,657.82,R25BK00731740
100000000,100816250,R25BK00722338
40000000,39447300,R25BK00720260
,,R25BK00733288
27725000,27611925,R25BK00732026
28534000,28207425,R25BK00729782
65200000,64225950,R25BK00731958
680,673.51,R25BK00727534
29832000,29928250,R25BK00732003
,,R25BK00733404
,,R25BK00731354
34530000,35052600,R25BK00729760
,,R25BK00729064
45000000,44746200,R25BK00729077
39020000,38633075,R25BK00730581
4411000,4414153.87,R25BK00730891
31641000,31865775,R25BK00730374
49916000,49651125,R25BK00729351
62800000,62552300,R25BK00716117
30360000,30068825,R25BK00730727
,,R25BK00733551
,,R25BK00729846
84298000,84169925,R25BK00730343
91000000,90374650,R25BK00721841
,,R25BK00729430
37200000,37457925,R25BK00731569
71960000,71888625,R25BK00729843
67675000,68940075,R25BK00730912
77894000,76907325,R25BK00726877
286000,284082.37,R25BK00731776
38357000,38491000,R25BK00729568
94850000,94463050,R25BK00731993
,,R25BK00730085
47740000,47850925,R25BK00731336
48767000,48886775,R25BK00731451
420000,423662.4,R25BK00731314
31500000,31666600,R25BK00730662
,,R25BK00727145
,,R25BK00731099
49401000,48809225,R25BK00728968
52129000,52419800,R25BK00728705
37442000,37152250,R25BK00726154
77500000,77517300,R25BK00729804
87709000,88203475,R25BK00730317
,,R25BK00728900
32150000,31890475,R25BK00731938
61294000,61144775,R25BK00731222
30844000,30925525,R25BK00729901
17278000,17398475,R25BK00728278
49544000,49295350,R25BK00731636
27852000,27275925,R25BK00729546
76800000,77007025,R25BK00729659
8459000,8470200,R25BK00724493
67153000,66319175,R25BK00727212
67218000,66804125,R25BK00724252
,,R25BK00731199
,,R25BK00727298
,,R25BK00729916
41580000,42326925,R25BK00727866
97000000,97191875,R25BK00726066
28180000,28223525,R25BK00729461
33880000,34000850,R25BK00731764
67546500,67278575,R25BK00730957
48100000,48079975,R25BK00720783
74510000,74353950,R25BK00730690
,,R25BK00721787
,,R25BK00730258
61941000,62007500,R25BK00730886
,,R25BK00732965
35000000,35200225,R25BK00729556
77474000,76907325,R25BK00731058
,,R25BK00732028
,,R25BK00729883
33000000,33286400,R25BK00730261
,,R25BK00730052
24178000,24235525,R25BK00731621
33470000,33500500,R25BK00729625
63954000,63648200,R25BK00729532
,,R25BK00730321
18030000,17957525,R25BK00720882
,,R25BK00731538
109620000,108845575,R25BK00732139
36887000,36483425,R25BK00733327
25780000,25558550,R25BK00727734
62680000,63215200,R25BK00729575
41210000,41002025,R25BK00731711
62623000,62486200,R25BK00731256
25780000,25628850,R25BK00730331
,138500000,R25BK00735661
,116910000,R25BK00735357
,,R25BK00681419
,65400000,R25BK00741480
,84575000,R25BK00738444
32796000,32777552.26,R25BK00718281
,,R25BK00687564
,137000000,R25BK00741232
,131320000,R25BK00740868
,344050000,R25BK00737744
,124740000,R25BK00737341
,156800000,R25BK00714570
,372300000,R25BK00735990
,283100000,R25BK00737686
,,R25BK00730392
67570000,67465850,R25BK00716671
,,R25BK00730914
,,R25BK00720044
300000000,302873250,R25BK00687996
,,R25BK00670745
,,R25BK00698721
,,R25BK00690642
,,R25BK00687104
,,R25BK00687788
,,R25BK00686793
,,R25BK00687951
,,R25BK00684324
,,R25BK00673130
,,R25BK00683752
,79000000,R25BK00741572
,189834000,R25BK00739751
,88200000,R25BK00742314
,5720000,R25BK00742899
,78400000,R25BK00739883
,15010000,R25BK00741470
,58227270,R25BK00740881
,78400000,R25BK00739898
,25630000,R25BK00737030
,58800000,R25BK00741213
,130000000,R25BK00737286
,100000000,R25BK00737131
,171390000,R25BK00730979
,11573620,R25BK00739354
757540000,756846900,R25BK00730226
,,R25BK00701101
,117600000,R25BK00740720
,210700000,R25BK00731758
,136400000,R25BK00736128
,264600000,R25BK00736759
,181000000,R25BK00731804
,210700000,R25BK00731826
115462428,115939600,R25BK00716995
52189000,51647075,R25BK00710914
,,R25BK00715367
,,R25BK00715621
,,R25BK00715585
,,R25BK00715524
,,R25BK00715633
,,R25BK00715598
,,R25BK00715407
,,R25BK00715640
,,R25BK00702133
,,R25BK00715558
,,R25BK00715643
,,R25BK00702101
,,R25BK00698422
,80300000,R25BK00741663
,54457000,R25BK00739819
,38553000,R25BK00739804
,529680000,R25BK00736898
,4828000,R25BK00742347
,49610000,R25BK00741540
,149501000,R25BK00740518
,3341085000,R25BK00742047
,3241177,R25BK00741860
,27693000,R25BK00739754
,54770000,R25BK00741328
,4658320,R25BK00742282
,54876113,R25BK00739902
,7991000,R25BK00743657
,,R25BK00740386
,19560000,R25BK00743097
,,R25BK00741829
,,R25BK00743092
,53900000,R25BK00741467
,90000000,R25BK00735222
,54820000,R25BK00741738
,98368806,R25BK00738203
,323950000,R25BK00735419
,59000000,R25BK00738087
,29383500,R25BK00742215
,50200000,R25BK00730971
,,R25BK00734747
54560000,54775150,R25BK00716131
,,R25BK00731926
69697000,69962075,R25BK00731265
,,R25BK00725195
69080000,67903625,R25BK00731439
,,R25BK00712841
69161000,70025725,R25BK00731353
50689000,50168000,R25BK00728697
80850000,80466225,R25BK00729444
,,R25BK00722846
130949000,130601375,R25BK00724741
129558580,128780625,R25BK00711628
29619960,29340350,R25BK00689283
,,R25BK00699897
,,R25BK00700601
,,R25BK00707898
,,R25BK00696677
,,R25BK00668821
,50000000,R25BK00740186
44928000,45044650,R25BK00724370
,,R25BK00729766
106290000,106192250,R25BK00727642
,,R25BK00742652
,147750000,R25BK00738070
396000000,396195075,R25BK00723027
,,R25BK00706412
,,R25BK00706353
,,R25BK00694407
,,R25BK00678894
,4165000000,R25BK00730718
366000000,363894625,R25BK00723064
61673800,61629450,R25BK00713808
148900000,149481875,R25BK00722283
199379000,199735925,R25BK00724566
441434216,441108700,R25BK00722427
224890000,224854650,R25BK00722325
,,R25BK00712633
,,R25BK00693820
,,R25BK00712557
,,R25BK00700787
,,R25BK00702107
,,R25BK00704658
,229950000,R25BK00709437
,,R25BK00699129
,,R25BK00643030
,7656000,R25BK00743254
,7854000,R25BK00743227
,7656000,R25BK00743383
,19899000,R25BK00740344
,463697700,R25BK00742291
,35333800,R25BK00742582
,21901000,R25BK00743177
,,R25BK00727607
,,R25BK00727035
,112585,R25BK00726232
40544,40848.29,R25BK00721396
,,R25BK00725382
22400000,22594050,R25BK00730049
34996000,35096225,R25BK00732330
42032350,41889400,R25BK00724356
9100,9010.31,R25BK00728561
41220000,40754175,R25BK00729550
27565000,27369600,R25BK00728712
9100,9087.36,R25BK00728542
,,R25BK00730067
72845000,72923725,R25BK00719860
64450000,64111075,R25BK00722737
9100,9010.54,R25BK00728567
9100,9151.56,R25BK00728584
,,R25BK00732063
30000000,30044100,R25BK00722274
9100,9053.01,R25BK00728555
36411000,36304725,R25BK00728845
91080000,91022225,R25BK00729806
5000000,4943375,R25BK00726088
9100,9073.84,R25BK00728578
,256566000,R25BK00743901
112173264,112114125,R25BK00722530
,99301000,R25BK00742304
,77300000,R25BK00739593
,6500000,R25BK00743970
,189570000,R25BK00740903
,692549000,R25BK00742001
,128700000,R25BK00736390
,127300000,R25BK00736016
102700000,103558100,R25BK00720936
,,R25BK00713997
43060100,43759850,R25BK00706729
,,R25BK00673785
,,R25BK00724295
,,R25BK00732551
,,R25BK00697577
,,R25BK00704515
,,R25BK00710112
,,R25BK00697955
,139963000,R25BK00708980
,,R25BK00709209
,,R25BK00685393
,,R25BK00638764
,1633544000,R25BK00742110
,104110000,R25BK00742396
,91000000,R25BK00743920
,98900000,R25BK00740653
,36500000,R25BK00738382
,4603654000,R25BK00743364
,100000000,R25BK00743910
,16049330,R25BK00744091
,46000000,R25BK00740367
,12408000,R25BK00744149
,8801000,R25BK00744116
,364171000,R25BK00744314
,8998990,R25BK00744378
,20285540,R25BK00744124
,8250000,R25BK00742571
,12408000,R25BK00744132
,9970000,R25BK00744035
,692520000,R25BK00744075
,97000000,R25BK00741229
,223089000,R25BK00744208
,250000000,R25BK00742343
,39627500,R25BK00743470
,70000000,R25BK00738236
,,R25BK00730316
,,R25BK00730480
100312300,101286900,R25BK00725895
99830000,99889175,R25BK00728913
90000000,88816950,R25BK00733724
,,R25BK00728676
50056000,50283825,R25BK00733314
53615110,53510725,R25BK00723822
43560000,43478900,R25BK00728849
,198700000,R25BK00742423
,12877040,R25BK00742636
,9801660,R25BK00742626
30000,29942.1,R25BK00734261
,898900000,R25BK00740065
52311000,52494925,R25BK00722745
90349490,90338475,R25BK00722957
109056000,110255675,R25BK00709791
,,R25BK00723916
,,R25BK00717271
,,R25BK00731401
,,R25BK00712984
,,R25BK00703830
,,R25BK00697889
,,R25BK00706527
,,R25BK00703541
,,R25BK00702374
,,R25BK00687629
,,R25BK00702118
,,R25BK00710667
,,R25BK00688675
,,R25BK00688567
,,R25BK00686491
,,R25BK00685741
,,R25BK00640846
,35158000,R25BK00743684
,163756000,R25BK00744718
,35640000,R25BK00744319
,98900000,R25BK00741183
,8050570,R25BK00744421
,11365970,R25BK00743811
,59413200,R25BK00743534
,990110000,R25BK00743575
,106590000,R25BK00742701
,300000000,R25BK00743590
,39000000,R25BK00743935
,76335767,R25BK00742908
,20290490,R25BK00744451
,8800000,R25BK00743080
41568000,41299366.81,R25BK00733323
,,R25BK00730117
,,R25BK00729747
87359270,87271950,R25BK00736749
49370000,49276600,R25BK00730870
32780000,32566750,R25BK00730446
30500000,30348450,R25BK00731028
,27054000,R25BK00744506
,68770000,R25BK00736105
,,R25BK00722068
,475000000,R25BK00735922
,,R25BK00715479
,,R25BK00722777
,,R25BK00700856
,,R25BK00703620
,,R25BK00684077
,,R25BK00708599
,,R25BK00686950
,,R25BK00695585
,,R25BK00685915
,,R25BK00685968
,,R25BK00686065
,,R25BK00641457
,11073000,R25BK00744418
,16456000,R25BK00744725
,35156000,R25BK00744608
,260000000,R25BK00743956
,204855000,R25BK00743673
,21692000,R25BK00744701
,50000000,R25BK00741202
,21692000,R25BK00744748
,70000000,R25BK00743519
,6083770,R25BK00744153
,495011000,R25BK00743730
,990220000,R25BK00743616
,28127000,R25BK00744329
,488400000,R25BK00743510
,,R25BK00734996
50000000,49673000,R25BK00702072
,,R25BK00685649
,594044000,R25BK00743774
,594231000,R25BK00743678
,32300000,R25BK00744848
,43200000,R25BK00744555
,,R25BK00731522
,,R25BK00712427
135871200,136665100,R25BK00716820
88532510,88647650,R25BK00721331
66000000,65474025,R25BK00714469
114532900,113576600,R25BK00697942
,,R25BK00704787
97193000,96264625,R25BK00693331
33368000,33483025,R25BK00670632
,,R25BK00709990
,,R25BK00687053
46410000,46337832.46,R25BK00733162
,,R25BK00734237
,,R25BK00687585
,,R25BK00714070
,,R25BK00670526
,,R25BK00714074
,,R25BK00704830
,,R25BK00707265
,,R25BK00688265
,,R25BK00688860
269500000,269346400,R25BK00723552
257640000,260463150,R25BK00721226
159600000,159180300,R25BK00718477
219520000,219211625,R25BK00733886
112940000,114412775,R25BK00700076
118300000,116902325,R25BK00716365
162489000,162621875,R25BK00697876
263500000,262312300,R25BK00707470
,,R25BK00711178
,,R25BK00713092
,,R25BK00714316
,,R25BK00710916
,,R25BK00707291
,,R25BK00708421
,,R25BK00700968
,,R25BK00706908
,,R25BK00700908
,,R25BK00688261
,,R25BK00686355
,,R25BK00691059
,,R25BK00675066
,,R25BK00708098
,,R25BK00704847
,,R25BK00708287
,,R25BK00698450
,,R25BK00699893
,,R25BK00707762
,,R25BK00710882
,,R25BK00697727
,,R25BK00708666
,,R25BK00704528
,,R25BK00683114
,,R25BK00688025
,,R25BK00689223
,,R25BK00692917
,,R25BK00696645
133887000,133171100,R25BK00727722
188377000,188074250,R25BK00725076
,,R25BK00733870
133887000,132792875,R25BK00727624
82290000,82207375,R25BK00735255
57000000,57305575,R25BK00728240
175337000,173215025,R25BK00728537
58100000,58131575,R25BK00735237
159126000,158238900,R25BK00733822
603350000,597760025,R25BK00731196
33095000,33193900,R25BK00727278
147389000,147477125,R25BK00733445
183687000,182651075,R25BK00728557
120225600,119792875,R25BK00728521
284800000,286986600,R25BK00728554
171423000,170680775,R25BK00733074
317194120,318371750,R25BK00732737
,,R25BK00735184
319751000,320573600,R25BK00719399
133500000,133669925,R25BK00727951
663700000,659153725,R25BK00734856
78984000,79353700,R25BK00735313
120430000,121002675,R25BK00725405
72670000,72482900,R25BK00735253
115706800,115001900,R25BK00727646
323760000,321654800,R25BK00726738
214470000,212835775,R25BK00731258
66680000,66889925,R25BK00735311
63420000,62905550,R25BK00735207
,,R25BK00733646
85536000,84925550,R25BK00725229
60500000,60706200,R25BK00725462
81310000,81972525,R25BK00735167
,,R25BK00733901
60686000,61151200,R25BK00730915
24054000,24000975,R25BK00715497
168877000,168290625,R25BK00733678
,,R25BK00722567
46960000,47493625,R25BK00728443
2015200000,2014358700,R25BK00724654
300000000,302267250,R25BK00727828
,,R25BK00732550
,,R25BK00735210
140195000,139063675,R25BK00734947
71790000,72031450,R25BK00735306
13941050,13953631.81,R25BK00731864
69360000,69270225,R25BK00735307
70000000,69874700,R25BK00711706
159540000,158853625,R25BK00725439
75000000,73625075,R25BK00727022
197666000,197405150,R25BK00730849
87724600,88107600,R25BK00711369
,135900000,R25BK00732694
,,R25BK00732828
55650000,56099425,R25BK00712762
101101200,100187800,R25BK00710238
,,R25BK00707384
207246000,209612275,R25BK00691998
140971150,140901075,R25BK00675632
,,R25BK00716450
,,R25BK00719140
,,R25BK00711740
,,R25BK00712916
,,R25BK00719280
,,R25BK00715050
,,R25BK00704662
,,R25BK00720598
38000000,38011700,R25BK00688321
,,R25BK00704685
,,R25BK00699401
,,R25BK00703099
,,R25BK00703000
,,R25BK00699188
,,R25BK00691393
,,R25BK00691047
,,R25BK00688985
,,R25BK00689602
,11748000,R25BK00745196
,59700000,R25BK00742812
,27136000,R25BK00746016
,103610000,R25BK00742083
,1588000000,R25BK00733253
,40000000,R25BK00734745
43916400,44142679.26,R25BK00733282
,,R25BK00726748
,,R25BK00735040
