bssamt,plnprc,bidNtceNo
,,R25BK00667777
,,R25BK00691651
,,R25BK00667752
,,R25BK00681083
,,R25BK00685853
,,R25BK00687357
,,R25BK00675365
,,R25BK00692680
,,R25BK00665814
,,R25BK00685480
,,R25BK00681439
,,R25BK00672338
,,R25BK00681820
,,R25BK00681075
160300000,161048250,R25BK00700700
,,R25BK00707957
254329000,254943250,R25BK00710097
,,R25BK00702982
329139800,328912725,R25BK00688660
137690000,138431175,R25BK00685596
,,R25BK00681038
,,R25BK00687279
,,R25BK00680601
,,R25BK00682096
,,R25BK00672097
,,R25BK00672470
,,R25BK00681055
,,R25BK00689766
,,R25BK00687635
,,R25BK00681035
,,R25BK00672350
,,R25BK00691051
,,R25BK00681470
,,R25BK00687407
,,R25BK00683992
,,R25BK00681041
,,R25BK00681049
,,R25BK00693969
,,R25BK00685800
,,R25BK00681645
,,R25BK00683120
,,R25BK00681661
,,R25BK00655347
,,R25BK00667723
,,R25BK00666746
,,R25BK00668707
,,R25BK00665747
,,R25BK00657483
,,R25BK00654161
,,R25BK00680604
,,R25BK00664678
,,R25BK00665877
,,R25BK00665638
,,R25BK00639528
,,R25BK00668709
,,R25BK00668965
,,R25BK00663760
,,R25BK00668706
,,R25BK00658765
,,R25BK00617461
,,R25BK00616144
,,R25BK00617299
,,R25BK00600046
,,R25BK00595458
,421800000,R25BK00717792
563554000,569143125,R25BK00711708
51480000,51262025,R25BK00712163
110495000,109651675,R25BK00708307
967500000,967028375,R25BK00709330
398563000,399742800,R25BK00702931
99740000,100359200,R25BK00707009
72451000,71850250,R25BK00700408
,,R25BK00709108
764885000,768684600,R25BK00699690
170000,169558.85,R25BK00700641
,,R25BK00709894
84700,83898.53,R25BK00703683
491527000,487764425,R25BK00700426
176000,177215.72,R25BK00709351
550000000,541304500,R25BK00700116
68992233,68995725,R25BK00700537
227887000,226805725,R25BK00697880
100888000,100719050,R25BK00698268
134860000,135313850,R25BK00701946
300000000,299922750,R25BK00701704
,,R25BK00709915
37240000,37406400,R25BK00704267
,,R25BK00707217
423719000,421570800,R25BK00699611
277640000,276830025,R25BK00704339
38122000,37955000,R25BK00698456
183149000,182938900,R25BK00711378
79000000,78891425,R25BK00711241
88740000,89603275,R25BK00708171
237070000,233765275,R25BK00709600
207610000,205300400,R25BK00700746
137530000,138523700,R25BK00702347
158810000,157880225,R25BK00709584
,,R25BK00710243
491527000,490685300,R25BK00700370
55225000,55352625,R25BK00700611
63171360,62685325,R25BK00707761
379000000,372411100,R25BK00709395
293759680,296640025,R25BK00692649
448745090,443899800,R25BK00692739
381258250,382203800,R25BK00692571
308197060,304658225,R25BK00692352
,,R25BK00692115
,,R25BK00699747
50000000,50135250,R25BK00702122
40930000,41249000,R25BK00681978
,,R25BK00690409
95000000,94708375,R25BK00685240
172789000,171259000,R25BK00647302
,,R25BK00667002
172830000,173204225,R25BK00666042
60000000,60601950,R25BK00686095
,,R25BK00696184
,,R25BK00687121
,,R25BK00678414
,,R25BK00670959
,,R25BK00695449
,,R25BK00695326
,,R25BK00694494
,,R25BK00693841
,,R25BK00707616
,,R25BK00689275
,,R25BK00695297
,,R25BK00683884
,,R25BK00686469
,,R25BK00685939
,,R25BK00683726
,,R25BK00686101
,,R25BK00695441
,,R25BK00686419
394500000,393819525,R25BK00687535
,,R25BK00685500
,,R25BK00692665
,,R25BK00692199
,,R25BK00686912
,,R25BK00695336
,,R25BK00678581
,,R25BK00689573
,,R25BK00674059
,,R25BK00686028
,,R25BK00675273
,,R25BK00685385
,,R25BK00683784
,,R25BK00689162
,,R25BK00683217
,,R25BK00672550
,,R25BK00682666
362731200,358969725,R25BK00646660
,,R25BK00669229
,,R25BK00623435
,,R25BK00622436
,,R25BK00621345
,8797000,R25BK00721718
,47800000,R25BK00723273
,42600000,R25BK00716491
,39840000,R25BK00712793
32640000,32666683.21,R25BK00710982
7839000,7883400,R25BK00715093
,,R25BK00707341
40800000,40747878.01,R25BK00709151
46404000,46012582.27,R25BK00710359
,,R25BK00707519
57139460,56760400,R25BK00711104
,,R25BK00703183
,,R25BK00701290
,,R25BK00702966
,17000000,R25BK00700962
,,R25BK00708337
48000000,47886275,R25BK00696715
78575000,78801750,R25BK00711931
,,R25BK00711215
,,R25BK00710927
71314000,71378250,R25BK00711983
52800000,53229450,R25BK00711484
26620000,26817700,R25BK00712017
1940,1947.29,R25BK00707650
69473000,69288800,R25BK00711955
55900000,55549525,R25BK00711014
65000000,65225425,R25BK00711902
15510000,15519675,R25BK00712035
64011000,64272050,R25BK00712077
58703000,58347600,R25BK00712091
27555000,27795525,R25BK00712061
60575000,60751625,R25BK00711872
11120000,11182125,R25BK00709368
77900000,77606550,R25BK00702233
17370000,17217675,R25BK00709347
2178680000,2195036440.11,R25BK00708290
16340000,16486000,R25BK00709353
106567360,105938925,R25BK00706856
15460000,15388550,R25BK00709317
56320000,56374700,R25BK00712002
,,R25BK00696465
7161356,7134200,R25BK00696162
53700000,53395825,R25BK00708917
21610000,21607950,R25BK00708956
,,R25BK00709336
,,R25BK00706921
,,R25BK00710825
399061710,402060725,R25BK00709781
28150000,27918650,R25BK00706692
,,R25BK00682977
,,R25BK00710388
46695000,46533250,R25BK00710940
51864000,51882225,R25BK00711950
75997000,75470200,R25BK00711088
,,R25BK00711221
,,R25BK00711045
32401000,32596525,R25BK00711804
89820000,89513750,R25BK00712113
64973000,64180375,R25BK00711367
36500000,36283125,R25BK00711679
27764000,27927750,R25BK00711009
51000000,50360875,R25BK00711105
,,R25BK00711032
48054000,48063550,R25BK00711261
51864000,51154825,R25BK00711918
36300000,36258925,R25BK00710986
30630000,30633150,R25BK00711619
13200000,13128825,R25BK00713536
25905000,25981725,R25BK00711257
,,R25BK00710988
38318000,38711675,R25BK00711648
43072000,43212025,R25BK00711702
58729000,59290800,R25BK00711763
40000000,39798000,R25BK00711616
57727000,57301450,R25BK00711767
,,R25BK00711611
,,R25BK00711375
50363000,50152425,R25BK00711753
51864000,51697600,R25BK00711975
45510000,45128775,R25BK00711961
,,R25BK00713834
51864000,51733350,R25BK00711904
51864000,51595925,R25BK00711935
,,R25BK00710952
800000,807344,R25BK00710544
90000000,89716725,R25BK00710689
13742960,13586100,R25BK00708842
77760000,77008100,R25BK00707388
25058240,25139150,R25BK00709477
38571000,38559775,R25BK00708874
,,R25BK00702645
74002500,73475850,R25BK00709773
80700000,81849400,R25BK00709070
,,R25BK00709825
,,R25BK00704890
60961000,61314500,R25BK00708117
52470000,52349100,R25BK00705766
16483350,16469475,R25BK00709289
,,R25BK00709724
82285000,82205050,R25BK00709192
15930000,15994675,R25BK00705582
230000,231490.98,R25BK00709337
84000000,84296150,R25BK00710329
60800000,60843200,R25BK00709004
35618000,35243150,R25BK00710009
26600000,26820500,R25BK00709032
39400000,38723975,R25BK00709120
48720000,48724425,R25BK00710516
20000000,19825050,R25BK00709453
76763000,77082750,R25BK00709040
99000,100389.96,R25BK00710325
30676000,30859025,R25BK00708611
87002000,87470125,R25BK00710528
,,R25BK00709113
22715000,22981900,R25BK00709246
40334000,40194200,R25BK00710039
,,R25BK00700855
99781000,100472275,R25BK00710348
44890000,45261525,R25BK00703524
39600000,39338575,R25BK00709947
98000000,97399300,R25BK00709474
,,R25BK00709152
52036230,51840500,R25BK00709969
43825000,43345400,R25BK00708040
25000,24755.38,R25BK00711060
34969000,34943800,R25BK00711761
44226000,44068175,R25BK00711227
800000,793758,R25BK00710874
8500000,8560350,R25BK00710991
106931000,107131800,R25BK00708871
18750000,18908000,R25BK00706296
,,R25BK00708194
26180000,26235200,R25BK00708660
38078000,37917750,R25BK00708504
47752820,47920475,R25BK00707294
7953000,7928500,R25BK00702829
42513520,42391850,R25BK00702176
76901000,77518550,R25BK00699346
11374000,11354300,R25BK00708843
64930000,64553475,R25BK00709870
22900000,23009750,R25BK00704665
,,R25BK00706443
200000,202997,R25BK00709072
26745400,26414950,R25BK00708146
70786000,71246150,R25BK00709603
33000000,32917525,R25BK00709568
49559050,48968500,R25BK00709899
25500000,25458400,R25BK00710042
59917000,59454200,R25BK00709191
21000000,20970050,R25BK00710892
8380,8289.9,R25BK00708958
38280000,38523975,R25BK00707811
25000000,24749775,R25BK00703943
45026000,44804175,R25BK00708966
49900000,49861000,R25BK00710780
19600000,19615400,R25BK00709242
19100000,19069675,R25BK00700510
800000,795114,R25BK00710811
47700000,47792075,R25BK00701245
80333000,79429300,R25BK00705912
82416000,82599850,R25BK00710751
18666640,18532250,R25BK00710347
84000000,83052325,R25BK00710409
34353000,33779700,R25BK00709391
97061108,97036175,R25BK00708357
1178340,1182355.2,R25BK00710795
19135000,18894850,R25BK00597900
24000000,23886500,R25BK00708850
,746800000,R25BK00719564
,,R25BK00683703
,,R25BK00685123
,,R25BK00683662
,2137000000,R25BK00712569
,120000000,R25BK00719932
,18280000,R25BK00724373
,31460000,R25BK00724581
,344050000,R25BK00714429
,147000000,R25BK00716767
,491500000,R25BK00714397
,737250000,R25BK00714349
,196000000,R25BK00712416
,241690000,R25BK00716674
,292000000,R25BK00712780
,756910000,R25BK00714155
328859000,324687450,R25BK00711589
,,R25BK00709750
,,R25BK00709951
,,R25BK00709782
,,R25BK00702246
,,R25BK00674301
,,R25BK00673584
,,R25BK00674111
,,R25BK00674394
,,R25BK00691195
,,R25BK00687516
,,R25BK00690942
,,R25BK00655032
,,R25BK00655356
,,R25BK00666477
,33710000,R25BK00724555
,39600000,R25BK00718288
,4268000,R25BK00724847
,15076000,R25BK00725216
,22000000,R25BK00724353
,5841000,R25BK00725466
,807700000,R25BK00724197
,1370160000,R25BK00724019
,2136778000,R25BK00724722
,246250000,R25BK00723928
,34572000,R25BK00723621
,49250000,R25BK00716594
,5060000,R25BK00717314
,167450000,R25BK00724067
,58800000,R25BK00724341
,10000000,R25BK00714771
,,R25BK00723810
,100000000,R25BK00722072
63360000,63168850,R25BK00705097
52250000,51893600,R25BK00710776
26895000,26775700,R25BK00710993
98900000,98721775,R25BK00710739
59358000,58746100,R25BK00710664
40330000,40309975,R25BK00710805
291500,288261.44,R25BK00710705
,,R25BK00665293
,5828130000,R25BK00724248
,1336500000,R25BK00724301
,65750000,R25BK00717832
,,R25BK00675809
,196000000,R25BK00713666
,149000000,R25BK00720687
,107800000,R25BK00720682
,137100000,R25BK00720673
,117600000,R25BK00720668
,161700000,R25BK00716363
290000000,289646200,R25BK00711365
305397000,306146050,R25BK00709320
396000000,398717600,R25BK00704772
110000000,109144475,R25BK00703416
249799000,248819825,R25BK00701149
32309000,32070200,R25BK00700983
115720000,115540400,R25BK00706541
,,R25BK00694271
,,R25BK00688007
,,R25BK00684742
,,R25BK00687266
,,R25BK00682613
,,R25BK00686434
,,R25BK00693954
,,R25BK00684762
,52620000,R25BK00718330
,15000000,R25BK00725156
,9504000,R25BK00724957
,11610000,R25BK00722716
,98000000,R25BK00722485
,38771000,R25BK00724937
,,R25BK00725429
,100000000,R25BK00722592
,39200000,R25BK00721677
,22000000,R25BK00725135
,53900000,R25BK00725056
,150000000,R25BK00720284
,36432000,R25BK00719110
,1386000000,R25BK00725054
,5577000,R25BK00725143
,3630000,R25BK00724975
,22000000,R25BK00721133
,396748000,R25BK00724647
,53253557,R25BK00721554
,522050000,R25BK00692289
,,R25BK00710124
56304000,55896100,R25BK00694499
63498000,63660275,R25BK00694289
39579000,39555575,R25BK00714488
33680000,33927450,R25BK00711287
84400000,84352575,R25BK00711497
,,R25BK00712069
71600000,72012825,R25BK00709542
26660000,26424575,R25BK00709112
,,R25BK00686976
135000000,134933200,R25BK00701199
126460000,125495475,R25BK00686261
,,R25BK00680176
55660000,55820650,R25BK00696147
29335000,29450475,R25BK00696137
,,R25BK00690650
,,R25BK00705030
,,R25BK00683564
,,R25BK00687370
,,R25BK00684979
,,R25BK00712126
,,R25BK00710465
60000000,60375000,R25BK00706613
28050000,28091150,R25BK00706387
,215400000,R25BK00706082
,,R25BK00686145
,,R25BK00664665
,,R25BK00664668
,,R25BK00664627
,,R25BK00665086
,925000000,R25BK00718499
45800000,46029275,R25BK00711607
83500000,83099875,R25BK00711635
,,R25BK00700733
148490000,146995475,R25BK00706286
47256000,46973000,R25BK00700826
48700000,48809650,R25BK00711654
61797000,61008050,R25BK00702844
90000000,90852075,R25BK00701043
150000000,148477125,R25BK00710775
1124149377,1120689807.31,R25BK00691714
,,R25BK00703075
,,R25BK00702714
,,R25BK00693325
180000000,179360550,R25BK00687970
,,R25BK00692314
,,R25BK00693551
,,R25BK00691601
,,R25BK00691584
,,R25BK00692292
,,R25BK00691361
,,R25BK00691749
,,R25BK00689600
,1319880000,R25BK00724460
,31600000,R25BK00722941
,128520760,R25BK00726337
,330000000,R25BK00718874
,30000000,R25BK00713342
,17963000,R25BK00725802
,285043610,R25BK00721128
,36370000,R25BK00722257
,21000000,R25BK00723743
,350000000,R25BK00724078
,54513641,R25BK00725628
39100000,39192276.01,R25BK00709411
,,R25BK00708697
,0,R25BK00645010
44617000,44283100,R25BK00704943
28000000,28012650,R25BK00700535
69410000,69332500,R25BK00709176
49335000,49351075,R25BK00711922
43460000,44107500,R25BK00714117
63140000,63658250,R25BK00712101
65410000,65147750,R25BK00710601
33210000,33484450,R25BK00710006
,,R25BK00702977
,636350000,R25BK00714752
,251090000,R25BK00717957
,100000000,R25BK00726757
,74000000,R25BK00719663
,98000000,R25BK00724407
,102900000,R25BK00712592
,500000000,R25BK00711969
,147000000,R25BK00709864
,196000000,R25BK00712824
,108300000,R25BK00689970
,,R25BK00699219
,,R25BK00704427
,,R25BK00683122
,,R25BK00678721
,,R25BK00669808
,,R25BK00689688
,,R25BK00686236
,,R25BK00682721
,,R25BK00689251
,,R25BK00670538
,22000000,R25BK00721267
,868260000,R25BK00721387
,39800000,R25BK00725525
,158400004,R25BK00723952
,54880000,R25BK00718257
,27977040,R25BK00719615
,7787000,R25BK00726362
,58800000,R25BK00724384
,10997000,R25BK00726548
,298713000,R25BK00724041
,,R25BK00700536
30150000,30198525,R25BK00714899
46861000,47037475,R25BK00708048
93231600,94516850,R25BK00708104
,,R25BK00699772
,190000000,R25BK00725723
,58000000,R25BK00726463
,20000000,R25BK00714239
357617000,358692625,R25BK00703999
,,R25BK00690347
,,R25BK00672623
,,R25BK00673311
,,R25BK00694856
,,R25BK00675051
,,R25BK00623185
,514800000,R25BK00721043
,28710000,R25BK00726954
,10560000,R25BK00727100
,31360000,R25BK00723522
,39200000,R25BK00716683
,34190000,R25BK00726557
,19858800,R25BK00726494
,243390000,R25BK00726589
,35000000,R25BK00725877
,13259950,R25BK00727007
,861919000,R25BK00726781
,2080886000,R25BK00727434
55000000,54708275,R25BK00719741
55000000,55676950,R25BK00719656
47100000,46506575,R25BK00709439
,,R25BK00709488
,82000000,R25BK00700025
,4079805,R25BK00727489
,,R25BK00686968
,,R25BK00689244
,,R25BK00674776
,,R25BK00687197
,,R25BK00692945
,,R25BK00683577
,,R25BK00672220
,,R25BK00691083
,,R25BK00675385
,,R25BK00684441
,,R25BK00654945
,,R25BK00671748
,,R25BK00647203
,,R25BK00656165
,89822000,R25BK00726141
,46592340,R25BK00726402
,,R25BK00725964
,19976971,R25BK00727224
,99000000,R25BK00724441
28400000,28379875,R25BK00710733
,69270000,R25BK00726596
,,R25BK00689189
,,R25BK00689099
,,R25BK00674408
,11900000,R25BK00725953
,271150000,R25BK00725127
,53880400,R25BK00727530
,8272440,R25BK00724176
,53890200,R25BK00727568
,7500000,R25BK00727284
25200000,25423965.01,R25BK00710965
,,R25BK00715672
92109000,91240700,R25BK00686464
,19687800,R25BK00715306
,,R25BK00705534
,,R25BK00679120
582590260,582143175,R25BK00702764
68452800,67856275,R25BK00708280
38250000,37964900,R25BK00692799
97328000,97276475,R25BK00679344
219000000,219674575,R25BK00686999
95000000,95102400,R25BK00696197
98456360,97615825,R25BK00663217
94157400,94192775,R25BK00682475
,,R25BK00700380
,,R25BK00686705
,,R25BK00689647
,809447000,R25BK00659398
,,R25BK00714304
,,R25BK00710941
,342080000,R25BK00712236
,,R25BK00692875
,,R25BK00670722
,,R25BK00675577
,,R25BK00690620
,,R25BK00686004
757540000,756659400,R25BK00714855
446660480,448929550,R25BK00703651
152200000,150667375,R25BK00699693
155800000,156070000,R25BK00698621
139400000,139236625,R25BK00700203
131320000,131178875,R25BK00696531
137100000,136597925,R25BK00702245
116400000,117110675,R25BK00698539
142484000,143471100,R25BK00681070
,,R25BK00685773
,,R25BK00683798
,,R25BK00676930
,,R25BK00689143
,,R25BK00673830
,,R25BK00677202
,,R25BK00682391
,,R25BK00670810
,,R25BK00673076
,,R25BK00676314
,,R25BK00683449
,,R25BK00673865
,,R25BK00687530
,,R25BK00676368
,,R25BK00683378
,,R25BK00672216
,,R25BK00677022
,,R25BK00688000
,,R25BK00686421
,,R25BK00673086
,,R25BK00686916
,,R25BK00673069
,,R25BK00677420
,,R25BK00681809
,,R25BK00682364
,,R25BK00668701
,,R25BK00685811
,,R25BK00686513
,,R25BK00691147
,,R25BK00668867
,,R25BK00664730
,,R25BK00667121
,,R25BK00664728
,,R25BK00651580
,,R25BK00664732
,,R25BK00664724
,,R25BK00655666
,2338500000,R25BK00709037
,,R25BK00715201
105100000,106076950,R25BK00714897
183600000,183430675,R25BK00713711
162873000,162763500,R25BK00715532
195800000,196037450,R25BK00712964
131113920,130438050,R25BK00712698
167508304,167819925,R25BK00715501
2739696000,2757826000,R25BK00715600
197250000,196469925,R25BK00713733
154660000,155202925,R25BK00714414
544752500,544446125,R25BK00712992
37400000,37500650,R25BK00715576
140000000,140738150,R25BK00712845
115660000,115695325,R25BK00711071
199001870,199725275,R25BK00715439
147943500,146418625,R25BK00713830
78829000,78766375,R25BK00715612
50850000,51336050,R25BK00711963
170000,170467.93,R25BK00712896
,,R25BK00712865
123490000,122907175,R25BK00713591
309591000,308873575,R25BK00712353
3631580000,3669094250,R25BK00715499
128854000,128626625,R25BK00705052
323353630,324682650,R25BK00708374
164890000,166891400,R25BK00707010
98028000,98903700,R25BK00700498
,,R25BK00704465
150000000,150977625,R25BK00704741
162165000,160037875,R25BK00705555
59464810,59615150,R25BK00704598
171000000,171255700,R25BK00707914
,,R25BK00706472
293480000,291622350,R25BK00705331
389961,390892.04,R25BK00704699
394385000,394048825,R25BK00703448
,,R25BK00701257
68250000,67776925,R25BK00704651
78694000,78453650,R25BK00704509
3715745,3699535.07,R25BK00705546
387450000,389827050,R25BK00704828
108500000,107970850,R25BK00701273
42438000,42359350,R25BK00715617
38100000,38117375,R25BK00714587
77600000,77565150,R25BK00714837
129330000,129514700,R25BK00713838
99000000,98355575,R25BK00714864
,,R25BK00712675
,,R25BK00713254
119471000,117237550,R25BK00705922
114290000,115328675,R25BK00701463
474725000,474306100,R25BK00709665
1450,1452.23,R25BK00705846
216400000,217772575,R25BK00694510
133116000,131938975,R25BK00693940
184600000,184690500,R25BK00714553
53192690,53325225,R25BK00703195
86148660,84981800,R25BK00695634
28254000,28365250,R25BK00702778
34277000,34454425,R25BK00703050
73800000,73017925,R25BK00680958
68800000,68775625,R25BK00694297
,,R25BK00665406
252000000,251261700,R25BK00665023
,,R25BK00698535
,,R25BK00681708
,,R25BK00684900
,,R25BK00677114
,,R25BK00689027
,,R25BK00692512
,,R25BK00672740
,,R25BK00694586
,,R25BK00689562
,,R25BK00677094
,,R25BK00696207
,,R25BK00693748
,,R25BK00694344
,,R25BK00676644
,,R25BK00688976
,,R25BK00675745
,,R25BK00676106
,,R25BK00688892
,,R25BK00677946
,,R25BK00677721
,,R25BK00658428
,,R25BK00656444
,,R25BK00664164
,,R25BK00661114
,,R25BK00660700
,19410100,R25BK00727123
,,R25BK00723209
,13660000,R25BK00727522
,5106632,R25BK00727217
,11971740,R25BK00727628
,76090000,R25BK00718263
,18603000,R25BK00726665
48720000,48797525,R25BK00722539
38352000,38464946.65,R25BK00707228
33017000,32916628.33,R25BK00708298
33017000,32682372.72,R25BK00708329
,,R25BK00708398
70000000,70198450,R25BK00691865
,,R25BK00713951
18770000,18894400,R25BK00714561
44860000,45015600,R25BK00714513
8954000,8966425,R25BK00712888
42390000,42509050,R25BK00714480
,,R25BK00713772
15300000,15354100,R25BK00712496
60580000,60000150,R25BK00714405
16170000,16222675,R25BK00712761
8080000,8136875,R25BK00712464
39260000,38954225,R25BK00710923
99990000,99293125,R25BK00698359
,,R25BK00705420
533179000,534200100,R25BK00707882
,,R25BK00700906
,,R25BK00698452
899193000,901517475,R25BK00704606
67028000,67192275,R25BK00705185
127797000,128875000,R25BK00710792
,,R25BK00696600
,,R25BK00712764
301642,299939.99,R25BK00715177
,,R25BK00714203
93830000,94388800,R25BK00714797
,,R25BK00713274
21250000,21255575,R25BK00711266
32375000,32658025,R25BK00713692
301642,299909.08,R25BK00714563
301642,301733.25,R25BK00715155
301642,301086.23,R25BK00715146
,,R25BK00714816
39862000,39556000,R25BK00713648
,,R25BK00713394
301642,302522.05,R25BK00715169
48962000,48363975,R25BK00712310
33209000,33175750,R25BK00713065
96500000,95932150,R25BK00714637
,,R25BK00711180
99608000,99161575,R25BK00713181
84350000,83950225,R25BK00713012
34440000,34325000,R25BK00713625
14520000,14523700,R25BK00714344
37554000,37458200,R25BK00715023
,,R25BK00713416
26180000,26425650,R25BK00712352
2574000,2559225,R25BK00714218
68304820,68381375,R25BK00712328
,,R25BK00714665
43075300,43173875,R25BK00712500
301642,302822.94,R25BK00715140
30558000,30343450,R25BK00715166
48565000,48035475,R25BK00714977
22669000,22602975,R25BK00715137
32783300,32580100,R25BK00714982
45000000,44715200,R25BK00714985
52380000,52732825,R25BK00710994
52700000,52921525,R25BK00714307
16300000,16234525,R25BK00714280
28435000,28207225,R25BK00712869
99633000,100603225,R25BK00713051
301642,301123.94,R25BK00715120
36600000,36754500,R25BK00715226
27000000,26513850,R25BK00712856
36233000,36217200,R25BK00715527
37554000,37111950,R25BK00714986
19800000,19956225,R25BK00713977
,,R25BK00716038
9350000,9406200,R25BK00714401
25280000,25075050,R25BK00716816
92000000,90942950,R25BK00715402
,,R25BK00712978
26840000,26429325,R25BK00712291
14490000,14422950,R25BK00712246
34928300,34860850,R25BK00715036
99690000,99603325,R25BK00714031
12100000,12161900,R25BK00714180
8300000,8301750,R25BK00714242
,,R25BK00712021
18222600,18264700,R25BK00713873
44997600,45597250,R25BK00711842
29070000,29285725,R25BK00714984
40666660,40795400,R25BK00713379
,,R25BK00711297
33200000,33201050,R25BK00712331
90260000,89715550,R25BK00714126
72000000,71986525,R25BK00714411
20900000,20661525,R25BK00713910
301642,301123.18,R25BK00715130
,,R25BK00715024
80000000,79813600,R25BK00714959
29458000,29642700,R25BK00712103
45493430,45158400,R25BK00713811
269600,268010.72,R25BK00714247
41607280,41798725,R25BK00714331
26187700,26526300,R25BK00713737
99740000,98846150,R25BK00713176
29300000,29124175,R25BK00714208
24143000,24126800,R25BK00713907
52826000,52578675,R25BK00715372
,,R25BK00714107
32620000,32863000,R25BK00713966
301642,302437.59,R25BK00715160
19950000,19702575,R25BK00713663
90000000,90431550,R25BK00715178
73821000,73218850,R25BK00715017
26543000,26554400,R25BK00713855
47620000,47111475,R25BK00713827
,,R25BK00714994
48686000,49071875,R25BK00713892
37158000,37196150,R25BK00715197
57492000,57639950,R25BK00713678
38124000,38329050,R25BK00715413
,,R25BK00716254
33270000,32598350,R25BK00714056
27394000,27288975,R25BK00713558
37158000,37564850,R25BK00715174
32680000,32894850,R25BK00712100
55888000,55182750,R25BK00712033
,,R25BK00714383
25100000,25209900,R25BK00713034
28280000,28374000,R25BK00701744
40042000,39844425,R25BK00712394
28545000,28108850,R25BK00713093
35980000,35868875,R25BK00705616
97208100,97157850,R25BK00707192
53160000,53552125,R25BK00709069
42202000,42099275,R25BK00702162
,,R25BK00709012
1400000,1413604.5,R25BK00714115
79354000,78781125,R25BK00710034
99557000,99460725,R25BK00713138
59255000,58322675,R25BK00713720
24980000,24983600,R25BK00712686
99725000,100172325,R25BK00713110
,,R25BK00715724
25060000,24846675,R25BK00715414
63615000,62688975,R25BK00718774
102696000,102586925,R25BK00711714
,,R25BK00713405
16340000,16251725,R25BK00713002
,,R25BK00712261
53800000,53281025,R25BK00714339
14310000,14225750,R25BK00712226
99683000,97719775,R25BK00713019
,,R25BK00713806
34327070,34447275,R25BK00705414
83333000,82248075,R25BK00701185
92500000,92000275,R25BK00710020
37820000,37571275,R25BK00709217
13640000,13505700,R25BK00710194
99840000,99645125,R25BK00710230
59494812,59527150,R25BK00708774
,,R25BK00710333
39900000,40027250,R25BK00710179
74926000,75607500,R25BK00710549
44283000,44227900,R25BK00709609
44650000,45295150,R25BK00704483
,,R25BK00709764
34901900,34675850,R25BK00715007
45000000,44850050,R25BK00694209
41630000,41510050,R25BK00709817
,296950000,R25BK00721806
63300000,63411150,R25BK00713157
39500000,39651925,R25BK00713275
34078000,33947100,R25BK00711933
68610000,68913825,R25BK00708875
,12445280000,R25BK00721032
,118911000,R25BK00723032
,181200000,R25BK00716830
,285700000,R25BK00723302
,294600000,R25BK00723272
,268000000,R25BK00725569
,487600000,R25BK00723314
,245750000,R25BK00714493
,128000000,R25BK00720127
,944660000,R25BK00714581
496710000,500822775,R25BK00698476
,,R25BK00705228
,,R25BK00698387
235200000,234397425,R25BK00683218
215461000,216062175,R25BK00679707
,,R25BK00676503
,,R25BK00686127
,,R25BK00658751
,,R25BK00667275
,108000000,R25BK00725912
,135023,R25BK00729033
,65554730,R25BK00726478
,9800000,R25BK00724317
,28875000,R25BK00726965
,190000000,R25BK00723512
,1308780000,R25BK00726157
,44550000,R25BK00717998
,202198128,R25BK00726817
,48000000,R25BK00720927
,77760000,R25BK00727746
,3465000000,R25BK00727335
174800000,172412725,R25BK00706365
,,R25BK00705800
27800000,27977775,R25BK00702082
18051000,18090725,R25BK00713895
,194040000,R25BK00727795
,,R25BK00674930
,1567500,R25BK00727157
,1600170,R25BK00725313
,,R25BK00712503
,,R25BK00712251
277330200,277776750,R25BK00707406
325000000,319152450,R25BK00710164
,,R25BK00706745
,,R25BK00690394
,,R25BK00688108
,,R25BK00688027
,,R25BK00687974
,,R25BK00687925
,20636000,R25BK00728272
,28270000,R25BK00717011
,31800000,R25BK00729555
,11550000,R25BK00724840
,11628140,R25BK00723762
,224180000,R25BK00726909
,35400000,R25BK00727277
,100000000,R25BK00726405
,394000000,R25BK00728494
,29850000,R25BK00729035
,469635980,R25BK00726956
,7447000,R25BK00726980
,8298840,R25BK00729203
,12441000,R25BK00724825
,39918021,R25BK00725993
,90000000,R25BK00723088
,51895000,R25BK00729304
,14707440,R25BK00728243
,9468000,R25BK00723009
,21548869,R25BK00726828
,11700000,R25BK00713650
,,R25BK00708107
179960000,181130225,R25BK00712673
49390000,49601200,R25BK00711847
3306000,3294625,R25BK00702859
30000000,30193425,R25BK00712092
47900000,47800050,R25BK00711160
57000000,56964275,R25BK00713339
99330000,99721400,R25BK00714867
72200000,71881825,R25BK00712209
64000000,63561300,R25BK00712529
40000000,39828400,R25BK00715277
50000000,50567750,R25BK00712076
90610000,90921300,R25BK00712202
10230000,10055425,R25BK00713903
63693200,63536725,R25BK00697239
30000000,29920950,R25BK00707812
,,R25BK00708341
,,R25BK00695390
156490000,157098775,R25BK00714765
,,R25BK00703942
,,R25BK00705661
756900000,755991775,R25BK00708509
145000000,145452075,R25BK00693966
100904960,101197875,R25BK00701737
145000000,144696600,R25BK00694024
,,R25BK00712319
,,R25BK00713298
,,R25BK00697042
,,R25BK00695013
,,R25BK00688457
,,R25BK00684794
,,R25BK00681684
,,R25BK00611768
,115010000,R25BK00726428
45529000,45572425,R25BK00713745
41780000,41428050,R25BK00715311
,558600000,R25BK00718379
,392490000,R25BK00725144
,515736000,R25BK00725678
,266050000,R25BK00729050
80376000,80867725,R25BK00702413
,,R25BK00665392
